product_name,category,category_en,price,sales_volume,review_count,rating,origin,shipping_location,store_name,store_level,is_promoted,product_url,sku_id,price_tier,review_density
[CW品牌] 红富士苹果 精选大果 5斤装 脆甜多汁,水果,Fruits,27.7,596.0,80,3.6,新疆阿克苏,新疆乌鲁木齐,苏宁自营,,1,,GEN000032,mid,0.1342281879194631
[KC品牌] 福建平和蜜柚 红心柚子 2个装 酸甜多汁,水果,Fruits,43.24,973.0,111,4.3,陕西洛川,陕西西安,苏宁自营,,0,,GEN000033,mid,0.11408016443987667
[EX品牌] 云南高山蓝莓 4盒装 新鲜大果 酸甜可口,水果,Fruits,29.6,276.0,52,4.1,江西赣州,江西南昌,苏宁自营,,0,,GEN000034,mid,0.18840579710144928
[PZ品牌] 陕西周至猕猴桃 5斤装 香甜软糯 维C丰富,水果,Fruits,27.4,438.0,41,4.2,海南三亚,海南海口,海南农产品旗舰店,旗舰店,1,,GEN000035,mid,0.09360730593607305
[NN品牌] 赣南脐橙 10斤装 新鲜采摘 酸甜适口,水果,Fruits,46.71,3292.0,349,4.4,河北赵县,河北石家庄,苏宁自营,,1,,GEN000036,mid,0.1060145808019441
[MX品牌] 红富士苹果 精选大果 5斤装 脆甜多汁,水果,Fruits,42.07,756.0,63,3.3,海南三亚,海南海口,苏宁自营,,1,,GEN000037,mid,0.08333333333333333
[OE品牌] 云南高山蓝莓 4盒装 新鲜大果 酸甜可口,水果,Fruits,34.34,836.0,82,5.0,陕西洛川,陕西西安,苏宁自营,,0,,GEN000038,mid,0.09808612440191387
[ZR品牌] 泰国进口金枕榴莲 整果6-8斤 软糯香甜,水果,Fruits,30.51,1003.0,41,4.3,浙江台州,浙江杭州,苏宁自营,,0,,GEN000039,mid,0.040877367896311065
[YH品牌] 海南金钻凤梨 净重4.5斤 中果 酸甜多汁,水果,Fruits,15.19,1885.0,100,4.7,四川攀枝花,四川成都,四川农产品旗舰店,旗舰店,0,,GEN000040,budget,0.05305039787798409
[BF品牌] 丹东99草莓 3斤装 新鲜采摘 香甜可口,水果,Fruits,61.58,404.0,36,5.0,云南西双版纳,云南昆明,云南农产品旗舰店,旗舰店,1,,GEN000041,mid,0.0891089108910891
[NW品牌] 四川攀枝花芒果 5斤装 单果200g+ 金黄果肉,水果,Fruits,12.86,1242.0,239,5.0,福建漳州,福建福州,福建农产品旗舰店,旗舰店,0,,GEN000042,budget,0.19243156199677938
[GJ品牌] 广西红心火龙果 净重5斤 中果 新鲜采摘,水果,Fruits,17.25,523.0,32,4.3,山东烟台,山东济南,山东果蔬专营店,专营店,0,,GEN000043,budget,0.06118546845124283
[XK品牌] 红富士苹果 精选大果 5斤装 脆甜多汁,水果,Fruits,24.43,250.0,8,4.3,江西赣州,江西南昌,江西果蔬专营店,专营店,0,,GEN000044,mid,0.032
[BQ品牌] 广西红心火龙果 净重5斤 中果 新鲜采摘,水果,Fruits,16.39,1141.0,43,3.8,广西南宁,广西南宁,苏宁自营,,1,,GEN000045,budget,0.03768624014022787
[HM品牌] 广西沃柑 5斤装 薄皮多汁 新鲜采摘,水果,Fruits,105.89,444.0,20,4.1,江西赣州,江西南昌,江西果蔬专营店,专营店,1,,GEN000046,premium,0.04504504504504504
[TC品牌] 红富士苹果 精选大果 5斤装 脆甜多汁,水果,Fruits,62.58,317.0,30,4.4,江西赣州,江西南昌,苏宁自营,,0,,GEN000047,mid,0.0946372239747634
[IG品牌] 丹东99草莓 3斤装 新鲜采摘 香甜可口,水果,Fruits,89.03,239.0,33,4.4,广东茂名,广东广州,广东农产品旗舰店,旗舰店,1,,GEN000048,premium,0.13807531380753138
[VU品牌] 广西红心火龙果 净重5斤 中果 新鲜采摘,水果,Fruits,42.14,1437.0,110,3.7,广东茂名,广东广州,苏宁自营,,0,,GEN000049,mid,0.07654836464857341
[OT品牌] 红富士苹果 精选大果 5斤装 脆甜多汁,水果,Fruits,13.63,1183.0,236,4.4,海南三亚,海南海口,苏宁自营,,1,,GEN000050,budget,0.19949281487743026
[IE品牌] 云南高山蓝莓 4盒装 新鲜大果 酸甜可口,水果,Fruits,41.86,1037.0,195,4.0,海南三亚,海南海口,苏宁自营,,0,,GEN000051,mid,0.1880424300867888
[FO品牌] 四川攀枝花芒果 5斤装 单果200g+ 金黄果肉,水果,Fruits,41.32,996.0,170,3.9,河北赵县,河北石家庄,河北果蔬专营店,专营店,1,,GEN000052,mid,0.1706827309236948
[VR品牌] 红富士苹果 精选大果 5斤装 脆甜多汁,水果,Fruits,132.69,1141.0,87,3.7,浙江台州,浙江杭州,苏宁自营,,1,,GEN000053,premium,0.07624890446976336
[DD品牌] 四川攀枝花芒果 5斤装 单果200g+ 金黄果肉,水果,Fruits,55.94,385.0,59,4.7,广西南宁,广西南宁,广西果蔬专营店,专营店,1,,GEN000054,mid,0.15324675324675324
[WK品牌] 新疆库尔勒香梨 5斤装 皮薄肉细 香甜多汁,水果,Fruits,80.07,432.0,25,4.8,浙江台州,浙江杭州,浙江果蔬专营店,专营店,0,,GEN000055,premium,0.05787037037037037
[IB品牌] 泰国进口金枕榴莲 整果6-8斤 软糯香甜,水果,Fruits,47.0,1482.0,59,5.0,云南西双版纳,云南昆明,苏宁自营,,0,,GEN000056,mid,0.0398110661268556
[KY品牌] 红富士苹果 精选大果 5斤装 脆甜多汁,水果,Fruits,29.37,454.0,21,3.9,陕西洛川,陕西西安,陕西农产品旗舰店,旗舰店,1,,GEN000057,mid,0.046255506607929514
[WN品牌] 云南高山蓝莓 4盒装 新鲜大果 酸甜可口,水果,Fruits,19.54,755.0,92,4.5,海南三亚,海南海口,苏宁自营,,1,,GEN000058,budget,0.12185430463576159
[BL品牌] 云南高山蓝莓 4盒装 新鲜大果 酸甜可口,水果,Fruits,42.65,1487.0,188,4.3,广西南宁,广西南宁,苏宁自营,,0,,GEN000059,mid,0.12642905178211164
[LZ品牌] 四川攀枝花芒果 5斤装 单果200g+ 金黄果肉,水果,Fruits,98.85,655.0,127,5.0,山东烟台,山东济南,苏宁自营,,0,,GEN000060,premium,0.19389312977099238
[HV品牌] 广西沃柑 5斤装 薄皮多汁 新鲜采摘,水果,Fruits,54.72,420.0,17,3.8,福建漳州,福建福州,福建农产品旗舰店,旗舰店,0,,GEN000061,mid,0.04047619047619048
[XE品牌] 烟台红富士苹果 10斤装 脆甜多汁 产地直发,水果,Fruits,49.4,676.0,126,4.7,新疆阿克苏,新疆乌鲁木齐,苏宁自营,,0,,GEN000062,mid,0.1863905325443787
[NA品牌] 丹东99草莓 3斤装 新鲜采摘 香甜可口,水果,Fruits,49.08,757.0,42,3.9,广东茂名,广东广州,广东农产品旗舰店,旗舰店,0,,GEN000063,mid,0.05548216644649934
[VX品牌] 陕西周至猕猴桃 5斤装 香甜软糯 维C丰富,水果,Fruits,11.86,572.0,95,4.7,陕西洛川,陕西西安,苏宁自营,,1,,GEN000064,budget,0.1660839160839161
[BP品牌] 智利进口车厘子 2斤装 JJ级 新鲜水果,水果,Fruits,40.78,314.0,19,4.4,四川攀枝花,四川成都,苏宁自营,,1,,GEN000065,mid,0.06050955414012739
[AV品牌] 新疆库尔勒香梨 5斤装 皮薄肉细 香甜多汁,水果,Fruits,46.09,412.0,23,4.4,广东茂名,广东广州,苏宁自营,,1,,GEN000066,mid,0.055825242718446605
[IL品牌] 陕西周至猕猴桃 5斤装 香甜软糯 维C丰富,水果,Fruits,36.49,339.0,46,4.5,云南西双版纳,云南昆明,云南果蔬专营店,专营店,0,,GEN000067,mid,0.13569321533923304
[AD品牌] 赣南脐橙 10斤装 新鲜采摘 酸甜适口,水果,Fruits,52.24,1802.0,321,4.8,陕西洛川,陕西西安,苏宁自营,,1,,GEN000068,mid,0.1781354051054384
[DT品牌] 红富士苹果 精选大果 5斤装 脆甜多汁,水果,Fruits,13.08,395.0,39,4.6,河北赵县,河北石家庄,河北农产品旗舰店,旗舰店,0,,GEN000069,budget,0.09873417721518987
[QD品牌] 烟台红富士苹果 10斤装 脆甜多汁 产地直发,水果,Fruits,50.52,1177.0,108,5.0,江西赣州,江西南昌,苏宁自营,,1,,GEN000070,mid,0.09175870858113849
[NA品牌] 海南小台芒 5斤装 香甜多汁 新鲜当季,水果,Fruits,52.62,1874.0,216,4.8,福建漳州,福建福州,苏宁自营,,0,,GEN000071,mid,0.1152614727854856
[NC品牌] 赣南脐橙 10斤装 新鲜采摘 酸甜适口,水果,Fruits,55.74,631.0,120,4.7,广东茂名,广东广州,苏宁自营,,0,,GEN000072,mid,0.1901743264659271
[JQ品牌] 海南小台芒 5斤装 香甜多汁 新鲜当季,水果,Fruits,20.15,669.0,52,4.1,云南西双版纳,云南昆明,苏宁自营,,1,,GEN000073,mid,0.07772795216741404
[EG品牌] 云南高山蓝莓 4盒装 新鲜大果 酸甜可口,水果,Fruits,37.11,4539.0,444,3.4,云南西双版纳,云南昆明,苏宁自营,,0,,GEN000074,mid,0.09781890284203569
[SJ品牌] 烟台红富士苹果 10斤装 脆甜多汁 产地直发,水果,Fruits,57.14,238.0,22,4.1,山东烟台,山东济南,苏宁自营,,1,,GEN000075,mid,0.09243697478991597
[ZS品牌] 智利进口车厘子 2斤装 JJ级 新鲜水果,水果,Fruits,76.19,839.0,109,3.8,广东茂名,广东广州,广东农产品旗舰店,旗舰店,0,,GEN000076,mid,0.1299165673420739
[GQ品牌] 广西沃柑 5斤装 薄皮多汁 新鲜采摘,水果,Fruits,21.0,1331.0,142,3.9,河北赵县,河北石家庄,苏宁自营,,1,,GEN000077,mid,0.10668670172802404
[QV品牌] 四川攀枝花芒果 5斤装 单果200g+ 金黄果肉,水果,Fruits,40.85,827.0,111,4.0,广东茂名,广东广州,苏宁自营,,1,,GEN000078,mid,0.13422007255139057
[JH品牌] 广西沃柑 5斤装 薄皮多汁 新鲜采摘,水果,Fruits,161.86,1286.0,213,3.3,广西南宁,广西南宁,苏宁自营,,1,,GEN000079,premium,0.1656298600311042
[TY品牌] 泰国进口金枕榴莲 整果6-8斤 软糯香甜,水果,Fruits,39.99,487.0,17,4.7,云南西双版纳,云南昆明,云南果蔬专营店,专营店,0,,GEN000080,mid,0.03490759753593429
[WW品牌] 新疆库尔勒香梨 5斤装 皮薄肉细 香甜多汁,水果,Fruits,19.87,734.0,67,4.6,云南西双版纳,云南昆明,苏宁自营,,1,,GEN000081,budget,0.09128065395095368
[YY品牌] 丹东99草莓 3斤装 新鲜采摘 香甜可口,水果,Fruits,64.96,325.0,58,4.1,云南西双版纳,云南昆明,云南果蔬专营店,专营店,1,,GEN000082,mid,0.17846153846153845
[BR品牌] 泰国进口金枕榴莲 整果6-8斤 软糯香甜,水果,Fruits,24.93,490.0,33,5.0,海南三亚,海南海口,海南农产品旗舰店,旗舰店,0,,GEN000083,mid,0.0673469387755102
[QR品牌] 广西沃柑 5斤装 薄皮多汁 新鲜采摘,水果,Fruits,46.74,310.0,39,4.8,四川攀枝花,四川成都,四川果蔬专营店,专营店,0,,GEN000084,mid,0.12580645161290321
[RO品牌] 智利进口车厘子 2斤装 JJ级 新鲜水果,水果,Fruits,159.36,1735.0,315,3.5,河北赵县,河北石家庄,河北农产品旗舰店,旗舰店,0,,GEN000085,premium,0.18155619596541786
[YH品牌] 四川攀枝花芒果 5斤装 单果200g+ 金黄果肉,水果,Fruits,24.77,2068.0,355,3.9,陕西洛川,陕西西安,陕西果蔬专营店,专营店,0,,GEN000086,mid,0.17166344294003869
[UH品牌] 泰国进口金枕榴莲 整果6-8斤 软糯香甜,水果,Fruits,48.06,1430.0,103,3.8,海南三亚,海南海口,苏宁自营,,0,,GEN000087,mid,0.07202797202797202
[KK品牌] 四川攀枝花芒果 5斤装 单果200g+ 金黄果肉,水果,Fruits,33.54,70.0,12,3.8,海南三亚,海南海口,苏宁自营,,1,,GEN000088,mid,0.17142857142857143
[WE品牌] 智利进口车厘子 2斤装 JJ级 新鲜水果,水果,Fruits,29.22,313.0,46,5.0,海南三亚,海南海口,苏宁自营,,0,,GEN000089,mid,0.14696485623003194
[ON品牌] 云南高山蓝莓 4盒装 新鲜大果 酸甜可口,水果,Fruits,12.6,575.0,20,4.4,云南西双版纳,云南昆明,云南果蔬专营店,专营店,0,,GEN000090,budget,0.034782608695652174
[AY品牌] 海南小台芒 5斤装 香甜多汁 新鲜当季,水果,Fruits,97.99,272.0,34,4.9,四川攀枝花,四川成都,苏宁自营,,1,,GEN000091,premium,0.125
[YM品牌] 四川攀枝花芒果 5斤装 单果200g+ 金黄果肉,水果,Fruits,35.26,383.0,66,4.5,云南西双版纳,云南昆明,云南果蔬专营店,专营店,0,,GEN000092,mid,0.17232375979112272
[TH品牌] 陕西周至猕猴桃 5斤装 香甜软糯 维C丰富,水果,Fruits,40.35,510.0,56,4.3,陕西洛川,陕西西安,苏宁自营,,0,,GEN000093,mid,0.10980392156862745
[KV品牌] 智利进口车厘子 2斤装 JJ级 新鲜水果,水果,Fruits,26.58,871.0,125,4.6,云南西双版纳,云南昆明,云南农产品旗舰店,旗舰店,0,,GEN000094,mid,0.14351320321469574
[ET品牌] 丹东99草莓 3斤装 新鲜采摘 香甜可口,水果,Fruits,108.66,316.0,37,5.0,云南西双版纳,云南昆明,苏宁自营,,0,,GEN000095,premium,0.11708860759493671
[UN品牌] 海南金钻凤梨 净重4.5斤 中果 酸甜多汁,水果,Fruits,8.68,713.0,34,4.6,四川攀枝花,四川成都,苏宁自营,,1,,GEN000096,budget,0.047685834502103785
[KG品牌] 智利进口车厘子 2斤装 JJ级 新鲜水果,水果,Fruits,42.78,501.0,52,4.2,广东茂名,广东广州,广东农产品旗舰店,旗舰店,0,,GEN000097,mid,0.10379241516966067
[YN品牌] 四川攀枝花芒果 5斤装 单果200g+ 金黄果肉,水果,Fruits,24.61,514.0,35,4.7,海南三亚,海南海口,海南果蔬专营店,专营店,0,,GEN000098,mid,0.06809338521400778
[LH品牌] 红富士苹果 精选大果 5斤装 脆甜多汁,水果,Fruits,45.17,475.0,65,4.7,浙江台州,浙江杭州,苏宁自营,,1,,GEN000099,mid,0.1368421052631579
[GA品牌] 新疆库尔勒香梨 5斤装 皮薄肉细 香甜多汁,水果,Fruits,43.59,1471.0,196,4.6,新疆阿克苏,新疆乌鲁木齐,苏宁自营,,1,,GEN000100,mid,0.13324269204622705
[GO品牌] 烟台红富士苹果 10斤装 脆甜多汁 产地直发,水果,Fruits,19.36,525.0,77,4.7,广东茂名,广东广州,广东果蔬专营店,专营店,1,,GEN000101,budget,0.14666666666666667
[WD品牌] 海南小台芒 5斤装 香甜多汁 新鲜当季,水果,Fruits,54.13,787.0,126,4.4,广西南宁,广西南宁,苏宁自营,,0,,GEN000102,mid,0.16010165184243966
[AJ品牌] 烟台红富士苹果 10斤装 脆甜多汁 产地直发,水果,Fruits,87.18,513.0,64,4.6,云南西双版纳,云南昆明,苏宁自营,,0,,GEN000103,premium,0.12475633528265107
[SW品牌] 海南金钻凤梨 净重4.5斤 中果 酸甜多汁,水果,Fruits,30.29,679.0,115,4.8,新疆阿克苏,新疆乌鲁木齐,苏宁自营,,1,,GEN000104,mid,0.16936671575846834
[VT品牌] 福建平和蜜柚 红心柚子 2个装 酸甜多汁,水果,Fruits,63.11,1472.0,244,5.0,江西赣州,江西南昌,苏宁自营,,0,,GEN000105,mid,0.16576086956521738
[NV品牌] 云南高山蓝莓 4盒装 新鲜大果 酸甜可口,水果,Fruits,35.53,1334.0,119,4.1,福建漳州,福建福州,苏宁自营,,0,,GEN000106,mid,0.08920539730134933
[NP品牌] 福建平和蜜柚 红心柚子 2个装 酸甜多汁,水果,Fruits,44.12,725.0,30,4.3,广东茂名,广东广州,广东农产品旗舰店,旗舰店,0,,GEN000107,mid,0.041379310344827586
[EN品牌] 海南小台芒 5斤装 香甜多汁 新鲜当季,水果,Fruits,53.54,433.0,23,5.0,福建漳州,福建福州,苏宁自营,,0,,GEN000108,mid,0.053117782909930716
[ZR品牌] 烟台红富士苹果 10斤装 脆甜多汁 产地直发,水果,Fruits,17.06,321.0,51,4.9,四川攀枝花,四川成都,四川果蔬专营店,专营店,0,,GEN000109,budget,0.1588785046728972
[KH品牌] 四川攀枝花芒果 5斤装 单果200g+ 金黄果肉,水果,Fruits,61.61,1277.0,217,4.6,海南三亚,海南海口,海南农产品旗舰店,旗舰店,1,,GEN000110,mid,0.16992952231793265
[YO品牌] 新疆库尔勒香梨 5斤装 皮薄肉细 香甜多汁,水果,Fruits,34.7,408.0,50,4.3,浙江台州,浙江杭州,苏宁自营,,0,,GEN000111,mid,0.12254901960784313
[KF品牌] 泰国进口金枕榴莲 整果6-8斤 软糯香甜,水果,Fruits,21.58,1662.0,182,4.2,广东茂名,广东广州,苏宁自营,,0,,GEN000112,mid,0.1095066185318893
[TW品牌] 四川攀枝花芒果 5斤装 单果200g+ 金黄果肉,水果,Fruits,19.41,628.0,112,4.5,福建漳州,福建福州,苏宁自营,,1,,GEN000113,budget,0.17834394904458598
[HX品牌] 海南金钻凤梨 净重4.5斤 中果 酸甜多汁,水果,Fruits,23.4,431.0,41,4.4,福建漳州,福建福州,福建农产品旗舰店,旗舰店,0,,GEN000114,mid,0.0951276102088167
[WP品牌] 广西沃柑 5斤装 薄皮多汁 新鲜采摘,水果,Fruits,41.69,546.0,56,4.1,山东烟台,山东济南,苏宁自营,,1,,GEN000115,mid,0.10256410256410256
[WH品牌] 智利进口车厘子 2斤装 JJ级 新鲜水果,水果,Fruits,41.31,270.0,21,3.6,江西赣州,江西南昌,江西果蔬专营店,专营店,0,,GEN000116,mid,0.07777777777777778
[LN品牌] 云南高山蓝莓 4盒装 新鲜大果 酸甜可口,水果,Fruits,20.95,681.0,135,4.5,福建漳州,福建福州,福建农产品旗舰店,旗舰店,1,,GEN000117,mid,0.19823788546255505
[JI品牌] 四川攀枝花芒果 5斤装 单果200g+ 金黄果肉,水果,Fruits,100.4,1522.0,98,4.2,河北赵县,河北石家庄,苏宁自营,,1,,GEN000118,premium,0.06438896189224705
[RY品牌] 海南小台芒 5斤装 香甜多汁 新鲜当季,水果,Fruits,34.53,377.0,54,4.3,新疆阿克苏,新疆乌鲁木齐,新疆农产品旗舰店,旗舰店,1,,GEN000119,mid,0.14323607427055704
[XS品牌] 四川攀枝花芒果 5斤装 单果200g+ 金黄果肉,水果,Fruits,28.48,1019.0,199,3.9,福建漳州,福建福州,苏宁自营,,0,,GEN000120,mid,0.19528949950932287
[GJ品牌] 福建平和蜜柚 红心柚子 2个装 酸甜多汁,水果,Fruits,50.72,2525.0,161,4.2,广西南宁,广西南宁,广西果蔬专营店,专营店,1,,GEN000121,mid,0.06376237623762376
[IB品牌] 广西红心火龙果 净重5斤 中果 新鲜采摘,水果,Fruits,46.63,1342.0,262,4.1,福建漳州,福建福州,苏宁自营,,1,,GEN000122,mid,0.19523099850968703
[YP品牌] 广西沃柑 5斤装 薄皮多汁 新鲜采摘,水果,Fruits,41.08,807.0,33,4.3,山东烟台,山东济南,山东农产品旗舰店,旗舰店,0,,GEN000123,mid,0.040892193308550186
[OK品牌] 泰国进口金枕榴莲 整果6-8斤 软糯香甜,水果,Fruits,20.15,814.0,45,4.5,山东烟台,山东济南,山东农产品旗舰店,旗舰店,1,,GEN000124,mid,0.05528255528255528
[EZ品牌] 广西红心火龙果 净重5斤 中果 新鲜采摘,水果,Fruits,20.23,1538.0,189,4.4,陕西洛川,陕西西安,苏宁自营,,1,,GEN000126,mid,0.12288686605981794
[RY品牌] 海南金钻凤梨 净重4.5斤 中果 酸甜多汁,水果,Fruits,167.25,436.0,42,3.9,江西赣州,江西南昌,苏宁自营,,0,,GEN000127,premium,0.0963302752293578
[QM品牌] 陕西周至猕猴桃 5斤装 香甜软糯 维C丰富,水果,Fruits,22.81,162.0,16,4.0,四川攀枝花,四川成都,四川果蔬专营店,专营店,1,,GEN000128,mid,0.09876543209876543
[JS品牌] 智利进口车厘子 2斤装 JJ级 新鲜水果,水果,Fruits,20.35,895.0,119,4.5,江西赣州,江西南昌,苏宁自营,,0,,GEN000129,mid,0.1329608938547486
[GU品牌] 陕西周至猕猴桃 5斤装 香甜软糯 维C丰富,水果,Fruits,133.68,1631.0,99,4.0,浙江台州,浙江杭州,苏宁自营,,1,,GEN000130,premium,0.06069895769466585
[RC品牌] 广西红心火龙果 净重5斤 中果 新鲜采摘,水果,Fruits,18.42,1156.0,59,3.6,云南西双版纳,云南昆明,云南果蔬专营店,专营店,0,,GEN000131,budget,0.05103806228373702
[JB品牌] 泰国进口金枕榴莲 整果6-8斤 软糯香甜,水果,Fruits,129.48,1937.0,125,4.1,河北赵县,河北石家庄,河北农产品旗舰店,旗舰店,1,,GEN000132,premium,0.06453278265358803
[VH品牌] 海南金钻凤梨 净重4.5斤 中果 酸甜多汁,水果,Fruits,10.3,2208.0,412,4.2,浙江台州,浙江杭州,苏宁自营,,0,,GEN000133,budget,0.18659420289855072
[DR品牌] 智利进口车厘子 2斤装 JJ级 新鲜水果,水果,Fruits,84.73,241.0,15,4.0,广西南宁,广西南宁,苏宁自营,,0,,GEN000134,premium,0.06224066390041494
[BF品牌] 海南金钻凤梨 净重4.5斤 中果 酸甜多汁,水果,Fruits,35.13,828.0,135,4.1,江西赣州,江西南昌,江西果蔬专营店,专营店,0,,GEN000135,mid,0.16304347826086957
